item_id,category,product_type,brand,color,title,description,price,image_url
item_00116,fashion,running shoes,Nexa,black,Nexa Black Running Shoes,"Nexa Black Running Shoes designed for fashion enthusiasts. This reliable running shoes features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",925.58,https://images.unsplash.com/photo-1000000000116?auto=format&fit=crop&w=400&q=80
item_00117,beauty,face moisturizer,Lumina,black,Lumina Black Face Moisturizer,"Lumina Black Face Moisturizer designed for beauty enthusiasts. This reliable face moisturizer features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",845.13,https://images.unsplash.com/photo-1000000000117?auto=format&fit=crop&w=400&q=80
item_00118,sports,football,Summit,white,Summit White Football,"Summit White Football designed for sports enthusiasts. This reliable football features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",804.0,https://images.unsplash.com/photo-1000000000118?auto=format&fit=crop&w=400&q=80
item_00119,books,programming book,Pulse,silver,Pulse Silver Programming Book,"Pulse Silver Programming Book designed for books enthusiasts. This reliable programming book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",646.05,https://images.unsplash.com/photo-1000000000119?auto=format&fit=crop&w=400&q=80
item_00120,electronics,portable speaker,Atlas,gray,Atlas Gray Portable Speaker,"Atlas Gray Portable Speaker designed for electronics enthusiasts. This reliable portable speaker features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",540.7,https://images.unsplash.com/photo-1000000000120?auto=format&fit=crop&w=400&q=80
item_00121,home,coffee maker,Orion,green,Orion Green Coffee Maker,"Orion Green Coffee Maker designed for home enthusiasts. This reliable coffee maker features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",858.99,https://images.unsplash.com/photo-1000000000121?auto=format&fit=crop&w=400&q=80
item_00122,fashion,sunglasses,Zenith,silver,Zenith Silver Sunglasses,"Zenith Silver Sunglasses designed for fashion enthusiasts. This reliable sunglasses features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",643.16,https://images.unsplash.com/photo-1000000000122?auto=format&fit=crop&w=400&q=80
item_00123,beauty,skin cleanser,Apex,blue,Apex Blue Skin Cleanser,"Apex Blue Skin Cleanser designed for beauty enthusiasts. This reliable skin cleanser features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",148.36,https://images.unsplash.com/photo-1000000000123?auto=format&fit=crop&w=400&q=80
item_00124,sports,tennis racket,Zenith,white,Zenith White Tennis Racket,"Zenith White Tennis Racket designed for sports enthusiasts. This reliable tennis racket features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",240.23,https://images.unsplash.com/photo-1000000000124?auto=format&fit=crop&w=400&q=80
item_00125,books,history book,Orion,blue,Orion Blue History Book,"Orion Blue History Book designed for books enthusiasts. This reliable history book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",372.72,https://images.unsplash.com/photo-1000000000125?auto=format&fit=crop&w=400&q=80
item_00126,electronics,fitness tracker,Orion,red,Orion Red Fitness Tracker,"Orion Red Fitness Tracker designed for electronics enthusiasts. This reliable fitness tracker features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",688.88,https://images.unsplash.com/photo-1000000000126?auto=format&fit=crop&w=400&q=80
item_00127,home,storage organizer,Apex,blue,Apex Blue Storage Organizer,"Apex Blue Storage Organizer designed for home enthusiasts. This reliable storage organizer features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",949.36,https://images.unsplash.com/photo-1000000000127?auto=format&fit=crop&w=400&q=80
item_00128,fashion,backpack,Summit,silver,Summit Silver Backpack,"Summit Silver Backpack designed for fashion enthusiasts. This reliable backpack features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",335.07,https://images.unsplash.com/photo-1000000000128?auto=format&fit=crop&w=400&q=80
item_00129,beauty,skin cleanser,Zenith,green,Zenith Green Skin Cleanser,"Zenith Green Skin Cleanser designed for beauty enthusiasts. This reliable skin cleanser features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",850.06,https://images.unsplash.com/photo-1000000000129?auto=format&fit=crop&w=400&q=80
item_00130,sports,tennis racket,Lumina,white,Lumina White Tennis Racket,"Lumina White Tennis Racket designed for sports enthusiasts. This reliable tennis racket features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",537.39,https://images.unsplash.com/photo-1000000000130?auto=format&fit=crop&w=400&q=80
item_00131,books,psychology book,Atlas,gray,Atlas Gray Psychology Book,"Atlas Gray Psychology Book designed for books enthusiasts. This reliable psychology book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",295.26,https://images.unsplash.com/photo-1000000000131?auto=format&fit=crop&w=400&q=80
item_00132,electronics,smartphone,Atlas,black,Atlas Black Smartphone,"Atlas Black Smartphone designed for electronics enthusiasts. This reliable smartphone features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",697.84,https://images.unsplash.com/photo-1000000000132?auto=format&fit=crop&w=400&q=80
item_00133,home,coffee maker,Pulse,silver,Pulse Silver Coffee Maker,"Pulse Silver Coffee Maker designed for home enthusiasts. This reliable coffee maker features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",140.77,https://images.unsplash.com/photo-1000000000133?auto=format&fit=crop&w=400&q=80
item_00134,fashion,wrist watch,Lumina,gray,Lumina Gray Wrist Watch,"Lumina Gray Wrist Watch designed for fashion enthusiasts. This reliable wrist watch features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",728.45,https://images.unsplash.com/photo-1000000000134?auto=format&fit=crop&w=400&q=80
item_00135,beauty,face moisturizer,Pulse,black,Pulse Black Face Moisturizer,"Pulse Black Face Moisturizer designed for beauty enthusiasts. This reliable face moisturizer features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",936.57,https://images.unsplash.com/photo-1000000000135?auto=format&fit=crop&w=400&q=80
item_00136,sports,hiking backpack,Vertex,brown,Vertex Brown Hiking Backpack,"Vertex Brown Hiking Backpack designed for sports enthusiasts. This reliable hiking backpack features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",802.87,https://images.unsplash.com/photo-1000000000136?auto=format&fit=crop&w=400&q=80
item_00137,books,programming book,Zenith,green,Zenith Green Programming Book,"Zenith Green Programming Book designed for books enthusiasts. This reliable programming book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",784.79,https://images.unsplash.com/photo-1000000000137?auto=format&fit=crop&w=400&q=80
item_00138,electronics,tablet,Atlas,brown,Atlas Brown Tablet,"Atlas Brown Tablet designed for electronics enthusiasts. This reliable tablet features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",260.84,https://images.unsplash.com/photo-1000000000138?auto=format&fit=crop&w=400&q=80
item_00139,home,water bottle,Atlas,green,Atlas Green Water Bottle,"Atlas Green Water Bottle designed for home enthusiasts. This reliable water bottle features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",104.09,https://images.unsplash.com/photo-1000000000139?auto=format&fit=crop&w=400&q=80
item_00140,fashion,winter coat,Lumina,white,Lumina White Winter Coat,"Lumina White Winter Coat designed for fashion enthusiasts. This reliable winter coat features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",569.29,https://images.unsplash.com/photo-1000000000140?auto=format&fit=crop&w=400&q=80
item_00141,beauty,shampoo,Nova,green,Nova Green Shampoo,"Nova Green Shampoo designed for beauty enthusiasts. This reliable shampoo features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",471.32,https://images.unsplash.com/photo-1000000000141?auto=format&fit=crop&w=400&q=80
item_00142,sports,hiking backpack,Pulse,gray,Pulse Gray Hiking Backpack,"Pulse Gray Hiking Backpack designed for sports enthusiasts. This reliable hiking backpack features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",801.24,https://images.unsplash.com/photo-1000000000142?auto=format&fit=crop&w=400&q=80
item_00143,books,psychology book,Pulse,red,Pulse Red Psychology Book,"Pulse Red Psychology Book designed for books enthusiasts. This reliable psychology book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",603.59,https://images.unsplash.com/photo-1000000000143?auto=format&fit=crop&w=400&q=80
item_00144,electronics,smartphone,Summit,silver,Summit Silver Smartphone,"Summit Silver Smartphone designed for electronics enthusiasts. This reliable smartphone features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",125.92,https://images.unsplash.com/photo-1000000000144?auto=format&fit=crop&w=400&q=80
item_00145,home,desk lamp,Atlas,black,Atlas Black Desk Lamp,"Atlas Black Desk Lamp designed for home enthusiasts. This reliable desk lamp features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",661.27,https://images.unsplash.com/photo-1000000000145?auto=format&fit=crop&w=400&q=80
item_00146,fashion,backpack,Zenith,brown,Zenith Brown Backpack,"Zenith Brown Backpack designed for fashion enthusiasts. This reliable backpack features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",674.51,https://images.unsplash.com/photo-1000000000146?auto=format&fit=crop&w=400&q=80
item_00147,beauty,body lotion,Atlas,blue,Atlas Blue Body Lotion,"Atlas Blue Body Lotion designed for beauty enthusiasts. This reliable body lotion features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",899.37,https://images.unsplash.com/photo-1000000000147?auto=format&fit=crop&w=400&q=80
item_00148,sports,football,Atlas,gray,Atlas Gray Football,"Atlas Gray Football designed for sports enthusiasts. This reliable football features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",370.54,https://images.unsplash.com/photo-1000000000148?auto=format&fit=crop&w=400&q=80
item_00149,books,science fiction novel,Pulse,blue,Pulse Blue Science Fiction Novel,"Pulse Blue Science Fiction Novel designed for books enthusiasts. This reliable science fiction novel features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",166.03,https://images.unsplash.com/photo-1000000000149?auto=format&fit=crop&w=400&q=80
item_00150,electronics,tablet,Vertex,black,Vertex Black Tablet,"Vertex Black Tablet designed for electronics enthusiasts. This reliable tablet features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",443.51,https://images.unsplash.com/photo-1000000000150?auto=format&fit=crop&w=400&q=80
item_00151,home,water bottle,Atlas,red,Atlas Red Water Bottle,"Atlas Red Water Bottle designed for home enthusiasts. This reliable water bottle features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",732.38,https://images.unsplash.com/photo-1000000000151?auto=format&fit=crop&w=400&q=80
item_00152,fashion,hoodie,Pulse,brown,Pulse Brown Hoodie,"Pulse Brown Hoodie designed for fashion enthusiasts. This reliable hoodie features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",782.49,https://images.unsplash.com/photo-1000000000152?auto=format&fit=crop&w=400&q=80
item_00153,beauty,sunscreen,Lumina,red,Lumina Red Sunscreen,"Lumina Red Sunscreen designed for beauty enthusiasts. This reliable sunscreen features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",382.59,https://images.unsplash.com/photo-1000000000153?auto=format&fit=crop&w=400&q=80
item_00154,sports,hiking backpack,Summit,black,Summit Black Hiking Backpack,"Summit Black Hiking Backpack designed for sports enthusiasts. This reliable hiking backpack features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",951.67,https://images.unsplash.com/photo-1000000000154?auto=format&fit=crop&w=400&q=80
item_00155,books,cooking book,Zenith,black,Zenith Black Cooking Book,"Zenith Black Cooking Book designed for books enthusiasts. This reliable cooking book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",852.02,https://images.unsplash.com/photo-1000000000155?auto=format&fit=crop&w=400&q=80
item_00156,electronics,tablet,Lumina,black,Lumina Black Tablet,"Lumina Black Tablet designed for electronics enthusiasts. This reliable tablet features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",592.37,https://images.unsplash.com/photo-1000000000156?auto=format&fit=crop&w=400&q=80
item_00157,home,desk lamp,Nova,gray,Nova Gray Desk Lamp,"Nova Gray Desk Lamp designed for home enthusiasts. This reliable desk lamp features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",22.17,https://images.unsplash.com/photo-1000000000157?auto=format&fit=crop&w=400&q=80
item_00158,fashion,running shoes,Zenith,gray,Zenith Gray Running Shoes,"Zenith Gray Running Shoes designed for fashion enthusiasts. This reliable running shoes features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",302.4,https://images.unsplash.com/photo-1000000000158?auto=format&fit=crop&w=400&q=80
item_00159,beauty,body lotion,Summit,red,Summit Red Body Lotion,"Summit Red Body Lotion designed for beauty enthusiasts. This reliable body lotion features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",447.88,https://images.unsplash.com/photo-1000000000159?auto=format&fit=crop&w=400&q=80
item_00160,sports,yoga mat,Orion,green,Orion Green Yoga Mat,"Orion Green Yoga Mat designed for sports enthusiasts. This reliable yoga mat features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",783.47,https://images.unsplash.com/photo-1000000000160?auto=format&fit=crop&w=400&q=80
item_00161,books,programming book,Pulse,black,Pulse Black Programming Book,"Pulse Black Programming Book designed for books enthusiasts. This reliable programming book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",997.05,https://images.unsplash.com/photo-1000000000161?auto=format&fit=crop&w=400&q=80
item_00162,electronics,wireless headphones,Nexa,gray,Nexa Gray Wireless Headphones,"Nexa Gray Wireless Headphones designed for electronics enthusiasts. This reliable wireless headphones features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",838.52,https://images.unsplash.com/photo-1000000000162?auto=format&fit=crop&w=400&q=80
item_00163,home,air purifier,Nova,black,Nova Black Air Purifier,"Nova Black Air Purifier designed for home enthusiasts. This reliable air purifier features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",999.1,https://images.unsplash.com/photo-1000000000163?auto=format&fit=crop&w=400&q=80
item_00164,fashion,running shoes,Lumina,white,Lumina White Running Shoes,"Lumina White Running Shoes designed for fashion enthusiasts. This reliable running shoes features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",99.53,https://images.unsplash.com/photo-1000000000164?auto=format&fit=crop&w=400&q=80
item_00165,beauty,lip balm,Lumina,brown,Lumina Brown Lip Balm,"Lumina Brown Lip Balm designed for beauty enthusiasts. This reliable lip balm features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",38.7,https://images.unsplash.com/photo-1000000000165?auto=format&fit=crop&w=400&q=80
item_00166,sports,dumbbell set,Apex,red,Apex Red Dumbbell Set,"Apex Red Dumbbell Set designed for sports enthusiasts. This reliable dumbbell set features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",778.99,https://images.unsplash.com/photo-1000000000166?auto=format&fit=crop&w=400&q=80
item_00167,books,business strategy book,Nexa,white,Nexa White Business Strategy Book,"Nexa White Business Strategy Book designed for books enthusiasts. This reliable business strategy book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",911.52,https://images.unsplash.com/photo-1000000000167?auto=format&fit=crop&w=400&q=80
item_00168,electronics,mechanical keyboard,Lumina,brown,Lumina Brown Mechanical Keyboard,"Lumina Brown Mechanical Keyboard designed for electronics enthusiasts. This reliable mechanical keyboard features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",15.37,https://images.unsplash.com/photo-1000000000168?auto=format&fit=crop&w=400&q=80
item_00169,home,desk lamp,Vertex,black,Vertex Black Desk Lamp,"Vertex Black Desk Lamp designed for home enthusiasts. This reliable desk lamp features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",609.86,https://images.unsplash.com/photo-1000000000169?auto=format&fit=crop&w=400&q=80
item_00170,fashion,wrist watch,Nexa,brown,Nexa Brown Wrist Watch,"Nexa Brown Wrist Watch designed for fashion enthusiasts. This reliable wrist watch features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",850.9,https://images.unsplash.com/photo-1000000000170?auto=format&fit=crop&w=400&q=80
item_00171,beauty,shampoo,Apex,black,Apex Black Shampoo,"Apex Black Shampoo designed for beauty enthusiasts. This reliable shampoo features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",802.94,https://images.unsplash.com/photo-1000000000171?auto=format&fit=crop&w=400&q=80
item_00172,sports,sports bottle,Summit,black,Summit Black Sports Bottle,"Summit Black Sports Bottle designed for sports enthusiasts. This reliable sports bottle features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",701.13,https://images.unsplash.com/photo-1000000000172?auto=format&fit=crop&w=400&q=80
item_00173,books,psychology book,Nexa,silver,Nexa Silver Psychology Book,"Nexa Silver Psychology Book designed for books enthusiasts. This reliable psychology book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",49.74,https://images.unsplash.com/photo-1000000000173?auto=format&fit=crop&w=400&q=80
item_00174,electronics,computer monitor,Apex,black,Apex Black Computer Monitor,"Apex Black Computer Monitor designed for electronics enthusiasts. This reliable computer monitor features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",509.48,https://images.unsplash.com/photo-1000000000174?auto=format&fit=crop&w=400&q=80
item_00175,home,desk lamp,Pulse,gray,Pulse Gray Desk Lamp,"Pulse Gray Desk Lamp designed for home enthusiasts. This reliable desk lamp features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",633.7,https://images.unsplash.com/photo-1000000000175?auto=format&fit=crop&w=400&q=80
item_00176,fashion,running shoes,Nexa,red,Nexa Red Running Shoes,"Nexa Red Running Shoes designed for fashion enthusiasts. This reliable running shoes features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",737.26,https://images.unsplash.com/photo-1000000000176?auto=format&fit=crop&w=400&q=80
item_00177,beauty,shampoo,Nova,white,Nova White Shampoo,"Nova White Shampoo designed for beauty enthusiasts. This reliable shampoo features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",278.04,https://images.unsplash.com/photo-1000000000177?auto=format&fit=crop&w=400&q=80
item_00178,sports,yoga mat,Atlas,green,Atlas Green Yoga Mat,"Atlas Green Yoga Mat designed for sports enthusiasts. This reliable yoga mat features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",615.42,https://images.unsplash.com/photo-1000000000178?auto=format&fit=crop&w=400&q=80
item_00179,books,programming book,Pulse,black,Pulse Black Programming Book,"Pulse Black Programming Book designed for books enthusiasts. This reliable programming book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",620.14,https://images.unsplash.com/photo-1000000000179?auto=format&fit=crop&w=400&q=80
item_00180,electronics,wireless headphones,Nova,white,Nova White Wireless Headphones,"Nova White Wireless Headphones designed for electronics enthusiasts. This reliable wireless headphones features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",712.47,https://images.unsplash.com/photo-1000000000180?auto=format&fit=crop&w=400&q=80
item_00181,home,water bottle,Zenith,white,Zenith White Water Bottle,"Zenith White Water Bottle designed for home enthusiasts. This reliable water bottle features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",100.79,https://images.unsplash.com/photo-1000000000181?auto=format&fit=crop&w=400&q=80
item_00182,fashion,sunglasses,Vertex,red,Vertex Red Sunglasses,"Vertex Red Sunglasses designed for fashion enthusiasts. This reliable sunglasses features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",463.97,https://images.unsplash.com/photo-1000000000182?auto=format&fit=crop&w=400&q=80
item_00183,beauty,sunscreen,Pulse,silver,Pulse Silver Sunscreen,"Pulse Silver Sunscreen designed for beauty enthusiasts. This reliable sunscreen features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",640.03,https://images.unsplash.com/photo-1000000000183?auto=format&fit=crop&w=400&q=80
item_00184,sports,football,Pulse,red,Pulse Red Football,"Pulse Red Football designed for sports enthusiasts. This reliable football features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",946.55,https://images.unsplash.com/photo-1000000000184?auto=format&fit=crop&w=400&q=80
item_00185,books,business strategy book,Pulse,blue,Pulse Blue Business Strategy Book,"Pulse Blue Business Strategy Book designed for books enthusiasts. This reliable business strategy book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",582.23,https://images.unsplash.com/photo-1000000000185?auto=format&fit=crop&w=400&q=80
item_00186,electronics,portable speaker,Lumina,blue,Lumina Blue Portable Speaker,"Lumina Blue Portable Speaker designed for electronics enthusiasts. This reliable portable speaker features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",941.18,https://images.unsplash.com/photo-1000000000186?auto=format&fit=crop&w=400&q=80
item_00187,home,bedding set,Vertex,white,Vertex White Bedding Set,"Vertex White Bedding Set designed for home enthusiasts. This reliable bedding set features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",513.26,https://images.unsplash.com/photo-1000000000187?auto=format&fit=crop&w=400&q=80
item_00188,fashion,backpack,Zenith,brown,Zenith Brown Backpack,"Zenith Brown Backpack designed for fashion enthusiasts. This reliable backpack features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",128.02,https://images.unsplash.com/photo-1000000000188?auto=format&fit=crop&w=400&q=80
item_00189,beauty,skin cleanser,Summit,white,Summit White Skin Cleanser,"Summit White Skin Cleanser designed for beauty enthusiasts. This reliable skin cleanser features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",285.28,https://images.unsplash.com/photo-1000000000189?auto=format&fit=crop&w=400&q=80
item_00190,sports,yoga mat,Orion,green,Orion Green Yoga Mat,"Orion Green Yoga Mat designed for sports enthusiasts. This reliable yoga mat features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",614.87,https://images.unsplash.com/photo-1000000000190?auto=format&fit=crop&w=400&q=80
item_00191,books,history book,Zenith,gray,Zenith Gray History Book,"Zenith Gray History Book designed for books enthusiasts. This reliable history book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",417.68,https://images.unsplash.com/photo-1000000000191?auto=format&fit=crop&w=400&q=80
item_00192,electronics,smartphone,Zenith,silver,Zenith Silver Smartphone,"Zenith Silver Smartphone designed for electronics enthusiasts. This reliable smartphone features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",592.41,https://images.unsplash.com/photo-1000000000192?auto=format&fit=crop&w=400&q=80
item_00193,home,coffee maker,Lumina,blue,Lumina Blue Coffee Maker,"Lumina Blue Coffee Maker designed for home enthusiasts. This reliable coffee maker features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",45.69,https://images.unsplash.com/photo-1000000000193?auto=format&fit=crop&w=400&q=80
item_00194,fashion,denim jacket,Zenith,red,Zenith Red Denim Jacket,"Zenith Red Denim Jacket designed for fashion enthusiasts. This reliable denim jacket features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",233.33,https://images.unsplash.com/photo-1000000000194?auto=format&fit=crop&w=400&q=80
item_00195,beauty,skin cleanser,Nova,green,Nova Green Skin Cleanser,"Nova Green Skin Cleanser designed for beauty enthusiasts. This reliable skin cleanser features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",570.1,https://images.unsplash.com/photo-1000000000195?auto=format&fit=crop&w=400&q=80
item_00196,sports,resistance bands,Atlas,green,Atlas Green Resistance Bands,"Atlas Green Resistance Bands designed for sports enthusiasts. This reliable resistance bands features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",655.9,https://images.unsplash.com/photo-1000000000196?auto=format&fit=crop&w=400&q=80
item_00197,books,cooking book,Lumina,blue,Lumina Blue Cooking Book,"Lumina Blue Cooking Book designed for books enthusiasts. This reliable cooking book features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",789.55,https://images.unsplash.com/photo-1000000000197?auto=format&fit=crop&w=400&q=80
item_00198,electronics,mechanical keyboard,Pulse,white,Pulse White Mechanical Keyboard,"Pulse White Mechanical Keyboard designed for electronics enthusiasts. This reliable mechanical keyboard features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",629.74,https://images.unsplash.com/photo-1000000000198?auto=format&fit=crop&w=400&q=80
item_00199,home,storage organizer,Pulse,blue,Pulse Blue Storage Organizer,"Pulse Blue Storage Organizer designed for home enthusiasts. This reliable storage organizer features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",517.6,https://images.unsplash.com/photo-1000000000199?auto=format&fit=crop&w=400&q=80
item_00200,fashion,sunglasses,Atlas,green,Atlas Green Sunglasses,"Atlas Green Sunglasses designed for fashion enthusiasts. This reliable sunglasses features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",921.84,https://images.unsplash.com/photo-1000000000200?auto=format&fit=crop&w=400&q=80
item_00201,beauty,sunscreen,Nexa,green,Nexa Green Sunscreen,"Nexa Green Sunscreen designed for beauty enthusiasts. This reliable sunscreen features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",525.06,https://images.unsplash.com/photo-1000000000201?auto=format&fit=crop&w=400&q=80
item_00202,sports,cycling helmet,Atlas,white,Atlas White Cycling Helmet,"Atlas White Cycling Helmet designed for sports enthusiasts. This reliable cycling helmet features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",839.0,https://images.unsplash.com/photo-1000000000202?auto=format&fit=crop&w=400&q=80
item_00203,books,science fiction novel,Orion,red,Orion Red Science Fiction Novel,"Orion Red Science Fiction Novel designed for books enthusiasts. This reliable science fiction novel features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",124.69,https://images.unsplash.com/photo-1000000000203?auto=format&fit=crop&w=400&q=80
item_00204,electronics,wireless headphones,Nova,silver,Nova Silver Wireless Headphones,"Nova Silver Wireless Headphones designed for electronics enthusiasts. This reliable wireless headphones features modern styling, durable materials, practical performance, and comfortable everyday use. Suitable for home, travel, work, and personal activities.",65.0,https://images.unsplash.com/photo-1000000000204?auto=format&fit=crop&w=400&q=80
